,name,image,depth
10,houston_1_1_H_-16_000010,"[[[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 ...

 [[0.69803923 0.6        0.54509807]
  [0.69803923 0.6039216  0.54509807]
  [0.7058824  0.6156863  0.5529412 ]
  ...
  [0.2627451  0.25490198 0.33333334]
  [0.2627451  0.25490198 0.32941177]
  [0.25882354 0.25490198 0.32941177]]

 [[0.6627451  0.5647059  0.50980395]
  [0.67058825 0.5764706  0.5176471 ]
  [0.6901961  0.6        0.5372549 ]
  ...
  [0.2627451  0.25490198 0.33333334]
  [0.25882354 0.25490198 0.32941177]
  [0.25882354 0.25490198 0.32941177]]

 [[0.63529414 0.5411765  0.4862745 ]
  [0.6509804  0.5568628  0.49803922]
  [0.6784314  0.5882353  0.5254902 ]
  ...
  [0.2627451  0.25490198 0.3372549 ]
  [0.25882354 0.25490198 0.33333334]
  [0.25882354 0.2509804  0.32941177]]]","[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]]"
11,houston_1_1_H_-16_000011,"[[[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 ...

 [[0.78431374 0.73333335 0.7019608 ]
  [0.78431374 0.73333335 0.7019608 ]
  [0.78431374 0.73333335 0.7019608 ]
  ...
  [0.2627451  0.25490198 0.32941177]
  [0.25882354 0.2509804  0.32941177]
  [0.25882354 0.2509804  0.32941177]]

 [[0.7882353  0.7372549  0.7019608 ]
  [0.78431374 0.7372549  0.7019608 ]
  [0.78431374 0.73333335 0.7019608 ]
  ...
  [0.25882354 0.25490198 0.3254902 ]
  [0.25882354 0.2509804  0.3254902 ]
  [0.25490198 0.24705882 0.3254902 ]]

 [[0.7882353  0.7372549  0.7058824 ]
  [0.7882353  0.7372549  0.7058824 ]
  [0.78431374 0.73333335 0.7019608 ]
  ...
  [0.25882354 0.25490198 0.32156864]
  [0.25490198 0.2509804  0.32156864]
  [0.25490198 0.24705882 0.32156864]]]","[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]]"
12,houston_1_1_H_-16_000012,"[[[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 ...

 [[0.7764706  0.72156864 0.6862745 ]
  [0.7764706  0.72156864 0.6862745 ]
  [0.77254903 0.7176471  0.68235296]
  ...
  [0.32941177 0.3019608  0.35686275]
  [0.32941177 0.3019608  0.36078432]
  [0.32941177 0.3019608  0.36078432]]

 [[0.7764706  0.72156864 0.6862745 ]
  [0.77254903 0.72156864 0.6862745 ]
  [0.77254903 0.7176471  0.6862745 ]
  ...
  [0.32156864 0.29411766 0.3529412 ]
  [0.32156864 0.29411766 0.3529412 ]
  [0.31764707 0.29411766 0.3529412 ]]

 [[0.77254903 0.72156864 0.6862745 ]
  [0.77254903 0.72156864 0.6862745 ]
  [0.77254903 0.72156864 0.6862745 ]
  ...
  [0.32156864 0.29411766 0.34901962]
  [0.3137255  0.28627452 0.34509805]
  [0.30980393 0.28627452 0.34509805]]]","[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]]"
13,houston_1_1_H_-16_000013,"[[[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 ...

 [[0.85490197 0.7921569  0.7411765 ]
  [0.85490197 0.7921569  0.7411765 ]
  [0.8509804  0.7882353  0.7372549 ]
  ...
  [0.78431374 0.7019608  0.6313726 ]
  [0.76862746 0.6862745  0.6156863 ]
  [0.7607843  0.6784314  0.6039216 ]]

 [[0.8509804  0.7882353  0.7372549 ]
  [0.8509804  0.7882353  0.7372549 ]
  [0.84705883 0.78431374 0.73333335]
  ...
  [0.78431374 0.7019608  0.63529414]
  [0.7764706  0.69411767 0.627451  ]
  [0.76862746 0.6862745  0.6156863 ]]

 [[0.8509804  0.7882353  0.7372549 ]
  [0.84705883 0.78431374 0.73333335]
  [0.84705883 0.78431374 0.73333335]
  ...
  [0.7607843  0.6784314  0.6117647 ]
  [0.77254903 0.6901961  0.62352943]
  [0.76862746 0.6862745  0.61960787]]]","[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]]"
14,houston_1_1_H_-16_000014,"[[[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 ...

 [[0.8392157  0.7529412  0.7019608 ]
  [0.8392157  0.7529412  0.7019608 ]
  [0.8392157  0.7529412  0.7019608 ]
  ...
  [0.78039217 0.69803923 0.61960787]
  [0.7647059  0.68235296 0.6039216 ]
  [0.7607843  0.6784314  0.59607846]]

 [[0.8392157  0.7529412  0.69803923]
  [0.8392157  0.7529412  0.69803923]
  [0.8392157  0.7529412  0.69803923]
  ...
  [0.7764706  0.69411767 0.6156863 ]
  [0.7607843  0.6784314  0.6       ]
  [0.7529412  0.67058825 0.5882353 ]]

 [[0.8392157  0.7529412  0.69803923]
  [0.8392157  0.7529412  0.69803923]
  [0.8392157  0.7529412  0.69803923]
  ...
  [0.7764706  0.6901961  0.6117647 ]
  [0.7607843  0.6745098  0.59607846]
  [0.7490196  0.6666667  0.5882353 ]]]","[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]]"
15,houston_1_1_H_-16_000015,"[[[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 ...

 [[0.8666667  0.7764706  0.68235296]
  [0.8627451  0.77254903 0.6784314 ]
  [0.85490197 0.7647059  0.67058825]
  ...
  [0.7372549  0.67058825 0.60784316]
  [0.7411765  0.6745098  0.6117647 ]
  [0.7411765  0.6745098  0.6117647 ]]

 [[0.85490197 0.76862746 0.6745098 ]
  [0.8509804  0.7607843  0.6666667 ]
  [0.84705883 0.75686276 0.6627451 ]
  ...
  [0.7372549  0.67058825 0.60784316]
  [0.7411765  0.6745098  0.6117647 ]
  [0.7411765  0.6745098  0.6117647 ]]

 [[0.84313726 0.75686276 0.6627451 ]
  [0.8392157  0.7529412  0.65882355]
  [0.8392157  0.7490196  0.654902  ]
  ...
  [0.7294118  0.6666667  0.6039216 ]
  [0.7372549  0.67058825 0.60784316]
  [0.7372549  0.67058825 0.60784316]]]","[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]]"
16,houston_1_1_H_-16_000016,"[[[0.9372549  0.9372549  0.8980392 ]
  [0.9372549  0.9372549  0.8980392 ]
  [0.92941177 0.92941177 0.89411765]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.93333334 0.93333334 0.9019608 ]
  [0.93333334 0.93333334 0.8980392 ]
  [0.92941177 0.92941177 0.89411765]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.93333334 0.93333334 0.9019608 ]
  [0.93333334 0.93333334 0.9019608 ]
  [0.9254902  0.9254902  0.89411765]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 ...

 [[0.81960785 0.70980394 0.6117647 ]
  [0.8235294  0.7137255  0.6156863 ]
  [0.83137256 0.72156864 0.627451  ]
  ...
  [0.7411765  0.67058825 0.59607846]
  [0.7372549  0.6627451  0.5921569 ]
  [0.73333335 0.65882355 0.5882353 ]]

 [[0.827451   0.7176471  0.61960787]
  [0.83137256 0.72156864 0.627451  ]
  [0.84313726 0.73333335 0.6392157 ]
  ...
  [0.7372549  0.6627451  0.5921569 ]
  [0.7294118  0.654902   0.5882353 ]
  [0.7294118  0.654902   0.58431375]]

 [[0.8352941  0.7254902  0.627451  ]
  [0.84313726 0.73333335 0.63529414]
  [0.8509804  0.7411765  0.64705884]
  ...
  [0.73333335 0.65882355 0.5882353 ]
  [0.7254902  0.6509804  0.58431375]
  [0.72156864 0.64705884 0.5803922 ]]]","[[0.01568628 0.01568628 0.01568628 ... 0.         0.         0.        ]
 [0.01568628 0.01568628 0.01568628 ... 0.         0.         0.        ]
 [0.01568628 0.01568628 0.01568628 ... 0.         0.         0.        ]
 ...
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]]"
17,houston_1_1_H_-16_000017,"[[[0.44705883 0.3647059  0.36078432]
  [0.44705883 0.3647059  0.3647059 ]
  [0.44705883 0.36862746 0.37254903]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.44705883 0.36862746 0.36078432]
  [0.44705883 0.36862746 0.3647059 ]
  [0.44705883 0.36862746 0.37254903]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.4509804  0.36862746 0.36078432]
  [0.4509804  0.36862746 0.3647059 ]
  [0.4509804  0.37254903 0.37254903]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 ...

 [[0.8627451  0.7490196  0.654902  ]
  [0.87058824 0.75686276 0.6627451 ]
  [0.88235295 0.76862746 0.6745098 ]
  ...
  [0.80784315 0.73333335 0.6745098 ]
  [0.80784315 0.73333335 0.6745098 ]
  [0.80784315 0.73333335 0.6745098 ]]

 [[0.8745098  0.7607843  0.6666667 ]
  [0.8784314  0.76862746 0.6745098 ]
  [0.8862745  0.7764706  0.68235296]
  ...
  [0.80784315 0.73333335 0.6745098 ]
  [0.80784315 0.73333335 0.6745098 ]
  [0.8039216  0.73333335 0.6745098 ]]

 [[0.88235295 0.77254903 0.6784314 ]
  [0.8862745  0.7764706  0.68235296]
  [0.8901961  0.78039217 0.6862745 ]
  ...
  [0.8039216  0.73333335 0.6745098 ]
  [0.8039216  0.7294118  0.6745098 ]
  [0.8039216  0.7294118  0.6745098 ]]]","[[0.01568628 0.01568628 0.01568628 ... 0.         0.         0.        ]
 [0.01568628 0.01568628 0.01568628 ... 0.         0.         0.        ]
 [0.01568628 0.01568628 0.01568628 ... 0.         0.         0.        ]
 ...
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]]"
18,houston_1_1_H_-16_000018,"[[[0.43529412 0.3372549  0.34117648]
  [0.41568628 0.32156864 0.32941177]
  [0.34117648 0.2509804  0.27058825]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.42745098 0.33333334 0.33333334]
  [0.4117647  0.31764707 0.32156864]
  [0.3372549  0.2509804  0.2627451 ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.42352942 0.32941177 0.32941177]
  [0.40784314 0.3137255  0.31764707]
  [0.33333334 0.24705882 0.25882354]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 ...

 [[0.8392157  0.7254902  0.6313726 ]
  [0.8352941  0.7254902  0.627451  ]
  [0.83137256 0.72156864 0.62352943]
  ...
  [0.8352941  0.75686276 0.6901961 ]
  [0.83137256 0.75686276 0.6901961 ]
  [0.83137256 0.75686276 0.6901961 ]]

 [[0.8392157  0.7254902  0.627451  ]
  [0.8352941  0.7254902  0.627451  ]
  [0.83137256 0.72156864 0.62352943]
  ...
  [0.84313726 0.7607843  0.69411767]
  [0.8392157  0.7607843  0.69411767]
  [0.8352941  0.7607843  0.69411767]]

 [[0.8392157  0.7254902  0.627451  ]
  [0.8392157  0.7254902  0.627451  ]
  [0.8352941  0.7254902  0.627451  ]
  ...
  [0.8392157  0.7607843  0.69411767]
  [0.8392157  0.7607843  0.69411767]
  [0.8392157  0.7607843  0.69411767]]]","[[0.01176471 0.01176471 0.01176471 ... 0.         0.         0.        ]
 [0.01176471 0.01176471 0.01176471 ... 0.         0.         0.        ]
 [0.01176471 0.01176471 0.01176471 ... 0.         0.         0.        ]
 ...
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]]"
19,houston_1_1_H_-16_000019,"[[[0.9647059  0.9254902  0.9372549 ]
  [0.9647059  0.9254902  0.92941177]
  [0.96862745 0.9254902  0.91764706]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.96862745 0.93333334 0.9411765 ]
  [0.96862745 0.92941177 0.93333334]
  [0.96862745 0.92941177 0.91764706]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.96862745 0.93333334 0.9411765 ]
  [0.96862745 0.92941177 0.93333334]
  [0.96862745 0.92941177 0.91764706]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 ...

 [[0.84313726 0.7490196  0.654902  ]
  [0.84705883 0.7529412  0.65882355]
  [0.8627451  0.76862746 0.6745098 ]
  ...
  [0.8392157  0.76862746 0.6901961 ]
  [0.84313726 0.76862746 0.6901961 ]
  [0.84313726 0.76862746 0.6901961 ]]

 [[0.8627451  0.76862746 0.6745098 ]
  [0.87058824 0.7764706  0.68235296]
  [0.88235295 0.7882353  0.69411767]
  ...
  [0.8392157  0.7647059  0.6901961 ]
  [0.8392157  0.7647059  0.6901961 ]
  [0.84313726 0.7647059  0.6901961 ]]

 [[0.8862745  0.7921569  0.69803923]
  [0.8901961  0.79607844 0.7019608 ]
  [0.8901961  0.79607844 0.7019608 ]
  ...
  [0.8392157  0.7647059  0.6901961 ]
  [0.8392157  0.7647059  0.6901961 ]
  [0.8392157  0.7647059  0.6901961 ]]]","[[0.01176471 0.01176471 0.01176471 ... 0.         0.         0.        ]
 [0.01176471 0.01176471 0.01176471 ... 0.         0.         0.        ]
 [0.01176471 0.01176471 0.01176471 ... 0.         0.         0.        ]
 ...
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]]"
20,houston_1_1_H_-16_000020,"[[[0.94509804 0.8784314  0.76862746]
  [0.94509804 0.8784314  0.76862746]
  [0.9411765  0.8745098  0.76862746]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.94509804 0.8784314  0.76862746]
  [0.94509804 0.8784314  0.76862746]
  [0.9411765  0.8745098  0.7647059 ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.9490196  0.88235295 0.77254903]
  [0.94509804 0.8784314  0.76862746]
  [0.94509804 0.8784314  0.76862746]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 ...

 [[0.8784314  0.77254903 0.6901961 ]
  [0.8784314  0.77254903 0.6901961 ]
  [0.88235295 0.7764706  0.69411767]
  ...
  [0.84705883 0.75686276 0.68235296]
  [0.84705883 0.75686276 0.68235296]
  [0.84705883 0.75686276 0.68235296]]

 [[0.8784314  0.7764706  0.69411767]
  [0.88235295 0.7764706  0.69411767]
  [0.8862745  0.78039217 0.69803923]
  ...
  [0.84705883 0.75686276 0.68235296]
  [0.84705883 0.75686276 0.6862745 ]
  [0.84705883 0.75686276 0.6862745 ]]

 [[0.88235295 0.78039217 0.69803923]
  [0.8862745  0.78039217 0.69803923]
  [0.8862745  0.78431374 0.7019608 ]
  ...
  [0.84705883 0.75686276 0.6862745 ]
  [0.84705883 0.75686276 0.6862745 ]
  [0.84705883 0.75686276 0.6862745 ]]]","[[0.01176471 0.01176471 0.01176471 ... 0.         0.         0.        ]
 [0.01176471 0.01176471 0.01176471 ... 0.         0.         0.        ]
 [0.01176471 0.01176471 0.01176471 ... 0.         0.         0.        ]
 ...
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]]"
21,houston_1_1_H_-16_000021,"[[[0.95686275 0.89411765 0.7921569 ]
  [0.95686275 0.89411765 0.7921569 ]
  [0.95686275 0.89411765 0.7921569 ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.95686275 0.89411765 0.7921569 ]
  [0.95686275 0.89411765 0.7921569 ]
  [0.95686275 0.89411765 0.7921569 ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.95686275 0.89411765 0.7921569 ]
  [0.95686275 0.89411765 0.7921569 ]
  [0.95686275 0.89411765 0.7921569 ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 ...

 [[0.8392157  0.7411765  0.654902  ]
  [0.84313726 0.74509805 0.65882355]
  [0.8509804  0.7529412  0.6666667 ]
  ...
  [0.85490197 0.7647059  0.69411767]
  [0.85490197 0.7647059  0.69411767]
  [0.85490197 0.7647059  0.69411767]]

 [[0.8509804  0.7529412  0.6666667 ]
  [0.8509804  0.7529412  0.6666667 ]
  [0.8509804  0.7529412  0.67058825]
  ...
  [0.85490197 0.7607843  0.6901961 ]
  [0.85490197 0.7607843  0.6901961 ]
  [0.85490197 0.7607843  0.6901961 ]]

 [[0.9019608  0.8156863  0.70980394]
  [0.89411765 0.8117647  0.7058824 ]
  [0.88235295 0.8        0.69803923]
  ...
  [0.85882354 0.75686276 0.6901961 ]
  [0.85490197 0.7607843  0.6901961 ]
  [0.85490197 0.7607843  0.6901961 ]]]","[[0.01176471 0.01176471 0.01176471 ... 0.         0.         0.        ]
 [0.01176471 0.01176471 0.01176471 ... 0.         0.         0.        ]
 [0.01176471 0.01176471 0.01176471 ... 0.         0.         0.        ]
 ...
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]]"
22,houston_1_1_H_-16_000022,"[[[0.95686275 0.8980392  0.7882353 ]
  [0.95686275 0.8980392  0.7882353 ]
  [0.95686275 0.8980392  0.7882353 ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.9529412  0.8980392  0.7882353 ]
  [0.95686275 0.8980392  0.7882353 ]
  [0.95686275 0.8980392  0.7882353 ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.9529412  0.8980392  0.7882353 ]
  [0.9529412  0.8980392  0.7882353 ]
  [0.95686275 0.8980392  0.7882353 ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 ...

 [[0.90588236 0.8117647  0.7137255 ]
  [0.9019608  0.8117647  0.70980394]
  [0.90588236 0.8117647  0.7137255 ]
  ...
  [0.8627451  0.7764706  0.69411767]
  [0.85882354 0.77254903 0.6901961 ]
  [0.85882354 0.77254903 0.6901961 ]]

 [[0.90588236 0.8117647  0.70980394]
  [0.90588236 0.8117647  0.7137255 ]
  [0.9098039  0.8117647  0.7176471 ]
  ...
  [0.8627451  0.7764706  0.69411767]
  [0.85882354 0.77254903 0.6901961 ]
  [0.85882354 0.77254903 0.6901961 ]]

 [[0.9098039  0.8156863  0.7176471 ]
  [0.9098039  0.8156863  0.72156864]
  [0.90588236 0.8117647  0.70980394]
  ...
  [0.8627451  0.7764706  0.69411767]
  [0.85882354 0.77254903 0.6901961 ]
  [0.85882354 0.77254903 0.6901961 ]]]","[[0.01176471 0.01176471 0.01176471 ... 0.         0.         0.        ]
 [0.01176471 0.01176471 0.01176471 ... 0.         0.         0.        ]
 [0.01176471 0.01176471 0.01176471 ... 0.         0.         0.        ]
 ...
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]]"
23,houston_1_1_H_-16_000023,"[[[0.96862745 0.90588236 0.80784315]
  [0.9647059  0.9019608  0.8039216 ]
  [0.9647059  0.9019608  0.8039216 ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.96862745 0.90588236 0.80784315]
  [0.96862745 0.90588236 0.80784315]
  [0.9647059  0.9019608  0.8039216 ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 [[0.96862745 0.90588236 0.80784315]
  [0.96862745 0.90588236 0.80784315]
  [0.9647059  0.9019608  0.8039216 ]
  ...
  [0.         0.         0.        ]
  [0.         0.         0.        ]
  [0.         0.         0.        ]]

 ...

 [[0.8980392  0.8039216  0.68235296]
  [0.90588236 0.80784315 0.6862745 ]
  [0.9098039  0.80784315 0.6901961 ]
  ...
  [0.85490197 0.76862746 0.6862745 ]
  [0.85490197 0.76862746 0.6862745 ]
  [0.85490197 0.76862746 0.6862745 ]]

 [[0.9098039  0.80784315 0.6901961 ]
  [0.9098039  0.80784315 0.6901961 ]
  [0.9098039  0.80784315 0.6901961 ]
  ...
  [0.85490197 0.7647059  0.6862745 ]
  [0.85490197 0.76862746 0.6862745 ]
  [0.85490197 0.76862746 0.6862745 ]]

 [[0.9098039  0.80784315 0.6901961 ]
  [0.9098039  0.8039216  0.6901961 ]
  [0.9098039  0.80784315 0.69411767]
  ...
  [0.85490197 0.76862746 0.6862745 ]
  [0.85490197 0.76862746 0.6862745 ]
  [0.85490197 0.76862746 0.6862745 ]]]","[[0.01176471 0.01176471 0.01176471 ... 0.         0.         0.        ]
 [0.01176471 0.01176471 0.01176471 ... 0.         0.         0.        ]
 [0.01176471 0.01176471 0.01176471 ... 0.         0.         0.        ]
 ...
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]
 [0.00784314 0.00784314 0.00784314 ... 0.00784314 0.00784314 0.00784314]]"
